GEOID,Turnout_Rate,NAME,Male_Pop,Female_Pop,Total_Ethnicity,White_Non_Hispanic,Black_African_American,Asian,Hispanic_Latino,Other_race,Total_Commuters,Drove_Alone_to_Work,Public_Transportation_Users,Worked_From_Home,Total_Education_Population,High_School_Graduate,Bachelors_Degree,Graduate_Professional_Degree,Median_Household_Income,Total_Employed,Total_Unemployed
24031700718,0.538939052,Census Tract 7007.18; Montgomery County; Maryland,2061,1356,1865,342,0,0,0,0,2604,1423,233,0,4624,274,1129,672,119356,2613,212
24031700720,0.421704658,Census Tract 7007.20; Montgomery County; Maryland,1424,814,1203,13,5,0,0,0,1880,1333,46,23,2439,402,472,71,142857,1885,61
24031700721,0.361152142,Census Tract 7007.21; Montgomery County; Maryland,1434,875,1417,132,0,0,0,0,1956,1392,294,0,2468,628,328,12,58813,1976,269
24031700723,0.535175879,Census Tract 7007.23; Montgomery County; Maryland,1399,975,1010,60,9,0,0,0,1344,1009,172,0,3128,397,685,252,95556,1350,57
24031700724,0.289499509,Census Tract 7007.24; Montgomery County; Maryland,1219,597,1625,24,0,0,0,0,1677,1271,166,0,2445,674,133,24,63646,1780,141
24031700725,0.326561706,Census Tract 7007.25; Montgomery County; Maryland,2175,664,2806,0,0,0,0,0,2662,2056,221,0,3360,713,204,143,72344,2839,539
24031700726,0.373563218,Census Tract 7007.26; Montgomery County; Maryland,1458,638,1652,0,0,0,0,0,2365,1626,84,30,2704,490,288,169,78402,2400,177
24031700727,0.44494382,Census Tract 7007.27; Montgomery County; Maryland,619,397,754,9,9,0,0,0,910,569,138,0,1230,150,64,26,80150,908,44
24031700728,0.456980519,Census Tract 7007.28; Montgomery County; Maryland,600,353,692,57,17,0,0,11,1127,651,206,0,1289,65,354,78,125924,1105,6
24031700729,0.41056338,Census Tract 7007.29; Montgomery County; Maryland,1268,395,1634,4,0,0,0,0,1382,914,86,0,2314,628,115,55,111750,1618,121
24031700730,0.435091879,Census Tract 7007.30; Montgomery County; Maryland,1630,939,2186,59,39,0,0,0,2402,1874,176,0,3295,449,388,25,115956,2485,246
24031700731,0.388530928,Census Tract 7007.31; Montgomery County; Maryland,1556,438,2418,82,71,0,0,0,2000,1345,378,0,2514,492,236,34,54432,2094,205
24031700732,0.354377606,Census Tract 7007.32; Montgomery County; Maryland,1276,434,1815,24,0,0,0,0,2008,1392,163,24,2270,375,177,28,86442,2008,78
24031700733,0.354681648,Census Tract 7007.33; Montgomery County; Maryland,1782,1158,2066,39,0,0,0,0,3221,2452,286,0,3720,555,408,149,85763,3231,159
24031700810,0.465651135,Census Tract 7008.10; Montgomery County; Maryland,2423,1613,1719,71,0,0,0,0,3731,2695,275,0,4154,676,905,109,147125,3736,183
24031700811,0.358757062,Census Tract 7008.11; Montgomery County; Maryland,1790,991,1707,47,7,0,0,0,2337,1634,383,0,3211,478,496,132,84923,2354,234
24031700812,0.473141231,Census Tract 7008.12; Montgomery County; Maryland,1677,1012,1556,79,0,0,0,0,2071,1579,214,8,2891,511,344,140,90250,2098,341
24031700813,0.440687518,Census Tract 7008.13; Montgomery County; Maryland,2140,1214,1946,119,0,0,0,0,2546,2257,169,0,3922,867,496,129,89253,2613,199
24031700815,0.388493476,Census Tract 7008.15; Montgomery County; Maryland,3287,1923,3371,85,33,0,0,0,4177,3302,226,0,5448,1120,578,85,107368,4282,322
24031700818,0.302987698,Census Tract 7008.18; Montgomery County; Maryland,2239,1025,2634,216,20,0,0,0,3224,2190,614,0,3941,1137,525,129,74940,3279,310
24031700819,0.426164519,Census Tract 7008.19; Montgomery County; Maryland,2656,1358,2453,22,0,0,0,0,3874,3036,285,0,4483,543,551,51,108333,3969,15
24031700820,0.441478439,Census Tract 7008.20; Montgomery County; Maryland,1215,438,1718,95,0,0,0,0,1825,1354,142,50,2244,684,298,77,81312,1783,39
24031700822,0.339366516,Census Tract 7008.22; Montgomery County; Maryland,658,263,748,12,0,0,0,0,907,638,129,46,1177,261,33,25,73380,950,30
24031700823,0.558305369,Census Tract 7008.23; Montgomery County; Maryland,1153,773,915,151,44,0,0,11,1852,1149,59,27,2181,145,367,128,175857,1863,121
24031700824,0.556024379,Census Tract 7008.24; Montgomery County; Maryland,964,592,719,203,24,0,0,0,1399,858,55,0,1731,59,622,104,211563,1394,91
24031700826,0.549339389,Census Tract 7008.26; Montgomery County; Maryland,2213,1786,1309,221,15,0,0,0,3469,2195,123,24,4522,134,1171,453,158846,3498,129
24031700828,0.536163522,Census Tract 7008.28; Montgomery County; Maryland,771,554,521,64,12,0,0,0,1225,762,61,0,1501,55,377,120,202663,1287,48
24031700829,0.453759723,Census Tract 7008.29; Montgomery County; Maryland,1237,699,1404,357,0,0,0,0,1803,1067,150,0,2390,191,518,145,153833,1877,75
24031700830,0.313231323,Census Tract 7008.30; Montgomery County; Maryland,827,351,1070,92,0,0,0,0,1270,1055,80,0,1673,217,388,28,79554,1307,53
24031700832,0.337003058,Census Tract 7008.32; Montgomery County; Maryland,1218,572,1341,0,0,0,0,0,1651,1398,84,0,1936,456,153,59,95844,1668,103
24031700833,0.383014155,Census Tract 7008.33; Montgomery County; Maryland,1370,926,943,52,5,0,0,0,1846,1412,91,0,2543,259,334,60,104701,2048,111
24031700834,0.344699527,Census Tract 7008.34; Montgomery County; Maryland,1591,1039,1331,60,0,0,0,0,2574,2008,79,0,2835,417,379,55,95868,2587,170
24031700835,0.438112745,Census Tract 7008.35; Montgomery County; Maryland,2114,915,2247,297,18,0,0,0,2563,1749,226,0,3397,433,616,98,151756,2586,287
24031700836,0.452209661,Census Tract 7008.36; Montgomery County; Maryland,491,226,700,70,0,0,0,0,912,576,93,0,1037,65,204,42,90357,912,36
24031700837,0.407645723,Census Tract 7008.37; Montgomery County; Maryland,2357,1003,3371,169,0,0,0,0,3587,2362,174,0,4443,807,934,218,99712,3605,141
24031700838,0.429325751,Census Tract 7008.38; Montgomery County; Maryland,1521,1011,1216,192,0,0,0,0,2979,1782,272,0,3226,286,596,86,103179,3037,126
24031700839,0.409781288,Census Tract 7008.39; Montgomery County; Maryland,2023,1236,1998,215,63,0,0,0,3628,2692,128,0,3919,122,1076,265,134659,3636,141
24031700901,0.473929508,Census Tract 7009.01; Montgomery County; Maryland,1965,1166,2003,121,15,0,0,0,2761,966,789,0,4249,460,915,413,85133,2703,163
24031700902,0.431808465,Census Tract 7009.02; Montgomery County; Maryland,1753,1006,1564,75,19,0,0,0,2495,1658,184,5,3152,515,409,122,114444,2539,76
24031700903,0.403608737,Census Tract 7009.03; Montgomery County; Maryland,776,501,702,32,0,0,0,0,1181,788,99,10,1318,275,170,25,99099,1216,37
24031700904,0.404522613,Census Tract 7009.04; Montgomery County; Maryland,1615,494,2234,123,0,0,0,0,2253,1308,320,0,2786,314,536,277,89321,2256,69
24031700905,0.461149716,Census Tract 7009.05; Montgomery County; Maryland,1357,472,2618,529,10,0,0,0,2050,1234,238,12,2545,89,505,784,101600,2076,36
24031701001,0.55655998,Census Tract 7010.01; Montgomery County; Maryland,2102,1560,1460,217,12,12,0,0,2761,1697,244,14,3865,407,621,256,140096,2758,91
24031701002,0.596886912,Census Tract 7010.02; Montgomery County; Maryland,1564,1038,1099,213,37,6,0,0,1784,1183,55,0,3075,146,798,221,209861,1832,47
24031701004,0.574792554,Census Tract 7010.04; Montgomery County; Maryland,1633,1193,1101,155,0,0,0,0,2444,1313,345,0,3061,176,787,281,146346,2457,54
24031701005,0.574653465,Census Tract 7010.05; Montgomery County; Maryland,1109,746,904,111,10,0,0,0,1581,772,170,0,2318,163,688,189,161442,1633,0
24031701006,0.59142104,Census Tract 7010.06; Montgomery County; Maryland,1920,1240,1556,433,49,0,0,0,2448,1401,133,14,3580,234,1163,468,196848,2448,68
24031701007,0.485362096,Census Tract 7010.07; Montgomery County; Maryland,1138,689,1371,83,5,0,0,0,2062,1132,85,6,2712,119,664,312,109558,2136,107
24031701101,0.531738119,Census Tract 7011.01; Montgomery County; Maryland,2223,1561,1252,96,0,0,0,0,2895,1779,424,14,3420,561,539,93,145735,2953,141
24031701102,0.494879601,Census Tract 7011.02; Montgomery County; Maryland,2283,1405,1843,53,0,0,0,0,3427,1917,550,145,4179,618,543,185,115972,3433,143
24031701201,0.447902195,Census Tract 7012.01; Montgomery County; Maryland,2931,1654,2609,585,31,16,0,0,4099,1945,334,0,4810,699,649,332,131150,4040,111
24031701202,0.666089965,Census Tract 7012.02; Montgomery County; Maryland,998,883,293,70,23,10,0,6,1376,704,145,51,1832,66,538,273,217813,1391,25
24031701205,0.59480665,Census Tract 7012.05; Montgomery County; Maryland,2552,1932,1704,537,44,11,0,0,3335,1966,362,0,4843,100,1468,669,248100,3450,62
24031701206,0.552894995,Census Tract 7012.06; Montgomery County; Maryland,2120,1442,1821,374,25,2,14,0,3221,2263,135,42,4146,146,1363,664,234569,3256,162
24031701210,0.5982933,Census Tract 7012.10; Montgomery County; Maryland,1360,985,811,111,6,0,0,0,1769,1104,67,0,2527,116,716,322,250001,1791,58
24031701211,0.474926254,Census Tract 7012.11; Montgomery County; Maryland,2439,1350,2204,295,17,0,0,0,3281,2047,535,0,4366,302,1066,271,120764,3190,172
24031701212,0.555731225,Census Tract 7012.12; Montgomery County; Maryland,1127,894,464,86,15,0,0,0,1351,876,177,0,1910,249,394,146,188958,1376,43
24031701214,0.565176909,Census Tract 7012.14; Montgomery County; Maryland,1665,1146,1343,291,15,0,0,0,2544,1120,510,0,3126,173,1094,284,114483,2546,46
24031701215,0.543793103,Census Tract 7012.15; Montgomery County; Maryland,1663,1228,1264,257,62,2,30,0,3032,1548,697,52,3726,109,805,309,112206,2925,182
24031701216,0.501901141,Census Tract 7012.16; Montgomery County; Maryland,1960,1309,2038,247,27,0,0,0,3184,1516,594,0,4375,218,1041,441,105296,3248,177
24031701218,0.462358846,Census Tract 7012.18; Montgomery County; Maryland,1083,761,812,86,9,0,0,0,1293,759,241,0,2349,242,483,176,85925,1309,39
24031701219,0.406069364,Census Tract 7012.19; Montgomery County; Maryland,1775,808,2011,173,73,0,0,13,2671,1265,527,10,2974,501,310,304,68107,2636,77
24031701220,0.482371795,Census Tract 7012.20; Montgomery County; Maryland,1355,827,1128,51,9,0,0,0,1876,1186,107,14,2435,117,666,456,235285,1897,47
24031701221,0.417568822,Census Tract 7012.21; Montgomery County; Maryland,1765,754,2270,304,9,0,0,0,2426,1452,136,23,3084,196,933,412,175200,2430,100
24031701222,0.597653293,Census Tract 7012.22; Montgomery County; Maryland,1417,717,1517,374,15,0,0,0,1694,1017,92,1,2789,126,793,431,164201,1701,79
24031701223,0.534952607,Census Tract 7012.23; Montgomery County; Maryland,1227,1055,578,121,0,0,0,0,2187,1336,188,0,2393,221,508,67,124917,2154,56
24031701303,0.621577037,Census Tract 7013.03; Montgomery County; Maryland,1352,1094,644,74,0,0,0,0,1591,855,56,20,2558,106,793,166,175486,1631,26
24031701304,0.596586178,Census Tract 7013.04; Montgomery County; Maryland,2033,1671,901,84,45,30,0,0,3242,2083,71,0,4220,436,1099,141,197328,3274,76
24031701306,0.576549979,Census Tract 7013.06; Montgomery County; Maryland,1051,883,382,98,0,0,0,0,1294,824,19,0,1863,199,486,92,192983,1325,27
24031701307,0.517283951,Census Tract 7013.07; Montgomery County; Maryland,1950,1082,1630,152,14,0,0,0,2680,1760,33,0,3184,285,553,194,163852,2696,127
24031701308,0.508287293,Census Tract 7013.08; Montgomery County; Maryland,1576,1080,1325,172,0,0,0,0,1842,1373,70,0,2951,272,782,127,159228,1925,71
24031701312,0.551475015,Census Tract 7013.12; Montgomery County; Maryland,2431,1775,1403,179,33,0,0,0,3270,2469,48,12,4202,487,772,278,147717,3305,136
24031701313,0.536200717,Census Tract 7013.13; Montgomery County; Maryland,1301,869,934,189,22,0,12,0,2017,1357,108,0,2427,331,423,81,189500,2035,62
24031701314,0.496051333,Census Tract 7013.14; Montgomery County; Maryland,1049,714,622,18,11,0,0,0,1537,1017,102,0,1932,214,440,76,169085,1549,116
24031701315,0.518459069,Census Tract 7013.15; Montgomery County; Maryland,1431,841,1195,6,0,0,0,0,2562,1815,70,0,3090,465,531,113,150200,2643,44
24031701316,0.550048972,Census Tract 7013.16; Montgomery County; Maryland,2316,1966,981,214,90,0,0,0,3214,2104,178,0,4571,402,1000,259,160833,3214,129
24031701317,0.538314699,Census Tract 7013.17; Montgomery County; Maryland,1642,1453,672,97,0,0,0,0,2249,1701,37,0,3021,294,592,123,190685,2277,92
24031701407,0.528914286,Census Tract 7014.07; Montgomery County; Maryland,2432,1737,1509,123,15,0,0,0,2657,1822,178,0,4155,417,855,190,155625,2906,106
24031701408,0.481608731,Census Tract 7014.08; Montgomery County; Maryland,2228,1378,1687,292,0,0,0,0,2575,1898,94,0,3836,706,570,152,126750,2598,269
24031701409,0.494658754,Census Tract 7014.09; Montgomery County; Maryland,2119,1418,1558,41,16,0,0,0,2794,2171,126,0,3871,648,636,199,196063,2830,159
24031701414,0.418127002,Census Tract 7014.14; Montgomery County; Maryland,2832,1654,2680,151,73,0,0,0,3764,2678,234,0,5076,786,716,266,123578,3865,247
24031701415,0.457001589,Census Tract 7014.15; Montgomery County; Maryland,2892,1655,2797,216,16,0,0,16,3906,2626,76,0,5783,741,1156,187,111050,4117,335
24031701417,0.377035133,Census Tract 7014.17; Montgomery County; Maryland,2124,1214,1971,55,0,0,0,0,3338,2719,35,0,4116,938,521,147,81803,3348,302
24031701418,0.41298057,Census Tract 7014.18; Montgomery County; Maryland,1199,563,1535,0,0,0,0,0,1875,1598,95,0,2201,342,524,29,111051,1884,134
24031701422,0.248159832,Census Tract 7014.22; Montgomery County; Maryland,772,207,1231,24,0,0,0,0,1379,1031,231,0,1686,622,118,0,50000,1474,87
24031701423,0.353370396,Census Tract 7014.23; Montgomery County; Maryland,2077,1333,1955,5,5,0,0,0,2972,2177,358,0,3659,508,481,24,90429,3067,205
24031701424,0.508034611,Census Tract 7014.24; Montgomery County; Maryland,1256,539,1757,12,12,0,0,0,1877,1617,56,0,2377,612,258,73,140256,1889,108
24031701425,0.323057953,Census Tract 7014.25; Montgomery County; Maryland,1441,929,1367,56,0,0,0,0,1301,1063,93,0,3103,351,504,182,102121,1326,144
24031701426,0.392018115,Census Tract 7014.26; Montgomery County; Maryland,2674,1178,2679,148,0,0,0,0,3714,3113,72,0,4070,502,743,0,128214,3746,312
24031701427,0.416415986,Census Tract 7014.27; Montgomery County; Maryland,1038,417,1453,14,14,0,0,0,1717,1246,75,0,2074,363,343,22,116250,1764,47
24031701503,0.429090909,Census Tract 7015.03; Montgomery County; Maryland,2784,1326,3313,234,14,0,0,0,3460,2474,164,10,4933,973,793,327,154104,3540,197
24031701505,0.388171791,Census Tract 7015.05; Montgomery County; Maryland,3328,1263,3927,128,0,0,0,0,3679,2801,348,0,5364,1146,562,105,103841,3861,544
24031701506,0.525634518,Census Tract 7015.06; Montgomery County; Maryland,2005,1325,1597,35,27,0,0,0,2592,1684,160,0,3849,260,902,262,171419,2637,111
24031701507,0.515940618,Census Tract 7015.07; Montgomery County; Maryland,2317,1417,1776,116,7,0,0,7,2374,1395,167,0,3954,443,845,176,133625,2577,84
24031701508,0.320441989,Census Tract 7015.08; Montgomery County; Maryland,1362,495,1810,0,0,0,0,0,2169,1639,172,0,2408,352,406,96,75409,2170,136
24031701509,0.352549889,Census Tract 7015.09; Montgomery County; Maryland,1871,786,2544,64,0,0,0,0,2598,1924,392,0,3560,739,427,150,58936,2792,236
24031701601,0.238488784,Census Tract 7016.01; Montgomery County; Maryland,694,210,1145,22,0,0,0,0,1177,930,106,0,1328,286,115,25,74688,1212,93
24031701602,0.265407108,Census Tract 7016.02; Montgomery County; Maryland,2263,460,4058,2,2,2,0,0,3329,2524,505,0,4037,813,213,27,66323,3420,336
24031701701,0.633087633,Census Tract 7017.01; Montgomery County; Maryland,1237,995,832,108,13,0,0,0,1779,797,334,57,2780,357,820,276,101959,1791,123
24031701702,0.408783784,Census Tract 7017.02; Montgomery County; Maryland,900,620,822,16,0,0,0,0,1452,743,301,0,1598,241,327,58,59758,1483,180
24031701703,0.545495294,Census Tract 7017.03; Montgomery County; Maryland,1332,660,1421,66,0,0,0,0,2060,1350,181,14,2501,396,449,139,106216,2121,44
24031701704,0.621556307,Census Tract 7017.04; Montgomery County; Maryland,961,657,560,29,0,0,0,0,1317,669,118,50,1733,199,465,114,103625,1382,55
24031701800,0.553371636,Census Tract 7018; Montgomery County; Maryland,1598,870,1693,99,39,0,0,19,2254,1182,405,54,3270,461,810,211,104375,2421,97
24031701900,0.489294211,Census Tract 7019; Montgomery County; Maryland,1297,654,1247,14,0,0,0,0,2043,1414,303,9,2039,231,286,78,73500,2043,47
24031702000,0.332620321,Census Tract 7020; Montgomery County; Maryland,2164,289,3301,83,59,14,0,0,2600,1877,489,10,3278,710,237,42,57321,2780,289
24031702101,0.357740586,Census Tract 7021.01; Montgomery County; Maryland,2340,801,3214,41,19,0,0,0,3152,2382,462,0,4141,980,430,92,80850,3249,216
24031702102,0.636294896,Census Tract 7021.02; Montgomery County; Maryland,1203,1073,469,77,33,0,0,0,1902,838,224,8,2332,123,675,226,223250,2020,18
24031702200,0.65462754,Census Tract 7022; Montgomery County; Maryland,1594,1236,804,108,108,0,0,0,2468,1254,190,18,2937,135,821,253,187639,2456,78
24031702301,0.463892289,Census Tract 7023.01; Montgomery County; Maryland,1505,579,1964,20,9,0,0,0,1835,1320,289,0,2494,564,343,118,81214,1931,132
24031702302,0.62007874,Census Tract 7023.02; Montgomery County; Maryland,1451,960,1201,77,13,0,0,0,2286,1247,329,24,3002,631,459,252,97644,2521,136
24031702401,0.695909315,Census Tract 7024.01; Montgomery County; Maryland,974,771,349,77,10,0,0,0,1508,755,260,42,1931,144,695,177,182566,1532,62
24031702402,0.549266962,Census Tract 7024.02; Montgomery County; Maryland,1865,1150,1450,47,0,0,0,0,2884,1160,688,56,3584,338,931,139,88403,2919,147
24031702501,0.523639253,Census Tract 7025.01; Montgomery County; Maryland,1547,1202,705,59,13,0,0,0,2787,1103,483,80,3181,171,912,445,92368,2900,45
24031702502,0.486486486,Census Tract 7025.02; Montgomery County; Maryland,679,392,578,8,0,0,0,0,996,515,163,18,1386,144,369,54,83286,961,48
24031702503,0.529299667,Census Tract 7025.03; Montgomery County; Maryland,1375,1030,762,43,18,0,0,0,2704,965,654,0,3170,186,859,250,77500,2776,94
24031702602,0.426152028,Census Tract 7026.02; Montgomery County; Maryland,2093,1523,2037,286,25,0,0,0,3514,1719,839,77,3724,283,725,416,100469,3534,181
24031702603,0.535849057,Census Tract 7026.03; Montgomery County; Maryland,1043,847,500,40,29,9,0,0,1542,610,577,0,1466,113,457,110,110647,1566,39
24031702604,0.497953615,Census Tract 7026.04; Montgomery County; Maryland,1081,814,894,0,0,0,0,0,2372,1021,619,0,2440,213,380,168,77714,2375,96
24031702700,0.556579258,Census Tract 7027; Montgomery County; Maryland,2369,1563,2127,232,57,0,0,0,4053,2710,630,79,4579,624,904,265,103824,4049,79
24031702800,0.587947883,Census Tract 7028; Montgomery County; Maryland,2013,1688,722,230,44,11,0,0,3243,1580,598,51,3951,102,1153,286,129853,3252,123
24031702900,0.676959064,Census Tract 7029; Montgomery County; Maryland,2071,1816,697,221,19,0,0,0,3073,1426,487,18,3994,59,1369,484,162000,3239,179
24031703000,0.644832606,Census Tract 7030; Montgomery County; Maryland,603,477,279,58,9,4,0,0,1052,559,121,0,1286,122,320,117,156250,1057,6
24031703100,0.566666667,Census Tract 7031; Montgomery County; Maryland,1594,1042,1180,122,24,0,0,0,2392,1636,317,0,3098,336,769,155,160833,2424,119
24031703201,0.497084255,Census Tract 7032.01; Montgomery County; Maryland,3105,1808,2674,360,98,0,0,0,4351,2772,359,0,5541,893,731,239,171164,4843,145
24031703202,0.566597174,Census Tract 7032.02; Montgomery County; Maryland,2163,1562,1392,212,29,0,0,0,2916,1622,126,0,4510,311,710,388,148982,2902,164
24031703206,0.493594574,Census Tract 7032.06; Montgomery County; Maryland,1699,956,1459,175,0,0,0,0,2040,1142,485,0,2867,366,583,188,134226,2048,119
24031703207,0.442545921,Census Tract 7032.07; Montgomery County; Maryland,2322,1011,2596,251,223,0,0,0,2752,1828,503,0,3569,706,314,185,92083,2919,274
24031703208,0.516859463,Census Tract 7032.08; Montgomery County; Maryland,1938,1517,850,115,0,0,0,0,2354,1549,188,0,3419,248,699,284,192614,2363,72
24031703209,0.449710983,Census Tract 7032.09; Montgomery County; Maryland,2235,912,2646,112,0,0,0,0,3043,2230,297,0,4357,818,719,134,78073,3147,216
24031703210,0.545886076,Census Tract 7032.10; Montgomery County; Maryland,1694,1094,1152,121,4,0,0,0,2147,1494,165,9,2953,311,642,174,151089,2189,121
24031703213,0.248833593,Census Tract 7032.13; Montgomery County; Maryland,2531,1059,3225,15,0,0,0,0,3772,2758,419,0,4064,1342,202,205,65357,3873,528
24031703214,0.34632788,Census Tract 7032.14; Montgomery County; Maryland,2337,812,3627,37,7,0,0,0,3948,3093,531,0,4638,1226,171,28,65307,4087,228
24031703215,0.457351291,Census Tract 7032.15; Montgomery County; Maryland,1282,699,1539,168,21,0,0,0,1757,1141,334,0,2209,318,251,85,94127,1758,256
24031703216,0.591119947,Census Tract 7032.16; Montgomery County; Maryland,1322,725,1489,234,126,17,0,0,1048,845,71,0,3180,941,383,88,46087,1158,192
24031703218,0.698215671,Census Tract 7032.18; Montgomery County; Maryland,746,658,273,59,18,0,0,0,143,82,20,0,1922,255,363,55,77684,143,22
24031703219,0.721428571,Census Tract 7032.19; Montgomery County; Maryland,1195,978,558,134,55,0,0,0,412,328,15,0,3352,594,392,450,65760,428,82
24031703220,0.403337531,Census Tract 7032.20; Montgomery County; Maryland,2043,1120,2173,56,33,15,0,0,2547,1854,319,0,3617,820,422,65,106875,2670,282
24031703221,0.470517809,Census Tract 7032.21; Montgomery County; Maryland,1897,1159,1500,69,15,0,0,0,2992,1731,405,0,3320,385,855,190,134643,2934,121
24031703222,0.424230466,Census Tract 7032.22; Montgomery County; Maryland,1337,655,2062,140,0,0,0,0,2269,1475,510,0,2722,550,346,17,90952,2269,162
24031703223,0.489054291,Census Tract 7032.23; Montgomery County; Maryland,2216,999,2654,37,0,0,0,0,3130,1999,311,0,4294,448,804,252,162895,3229,150
24031703301,0.385428464,Census Tract 7033.01; Montgomery County; Maryland,1708,1002,2157,26,9,0,0,0,2637,2126,225,0,3076,546,400,63,119375,2662,273
24031703302,0.335867621,Census Tract 7033.02; Montgomery County; Maryland,1960,845,2169,122,23,12,0,0,2591,1954,175,0,2946,858,250,37,104500,2635,109
24031703401,0.354030081,Census Tract 7034.01; Montgomery County; Maryland,2167,985,2329,130,14,0,0,14,2589,2053,295,0,3614,743,258,60,97955,2713,272
24031703402,0.358680057,Census Tract 7034.02; Montgomery County; Maryland,1783,547,2216,64,0,0,0,0,2338,1759,309,0,2923,708,249,37,128036,2461,120
24031703403,0.35,Census Tract 7034.03; Montgomery County; Maryland,1448,617,1683,46,16,0,0,0,2094,1506,290,0,2322,465,192,37,120046,2150,78
24031703404,0.304589708,Census Tract 7034.04; Montgomery County; Maryland,1553,515,2046,4,0,0,0,0,2035,1689,241,0,2475,597,80,7,92727,2082,151
24031703501,0.324985931,Census Tract 7035.01; Montgomery County; Maryland,2736,942,3411,26,3,0,0,0,3559,2598,445,7,4677,1272,313,68,86571,3704,393
24031703502,0.557501183,Census Tract 7035.02; Montgomery County; Maryland,1046,789,726,127,0,0,0,0,1515,978,88,23,2077,244,391,116,120268,1543,25
24031703601,0.528038898,Census Tract 7036.01; Montgomery County; Maryland,1652,1232,955,65,0,0,0,0,2585,1984,104,8,3222,633,604,119,118654,2633,63
24031703602,0.640707119,Census Tract 7036.02; Montgomery County; Maryland,1009,861,371,51,6,0,0,0,1372,841,195,17,1969,194,520,136,149524,1378,53
24031703701,0.365897784,Census Tract 7037.01; Montgomery County; Maryland,1743,686,2118,41,0,0,0,0,2336,1877,207,0,2863,553,126,5,116019,2340,101
24031703702,0.43106383,Census Tract 7037.02; Montgomery County; Maryland,1947,831,2138,43,0,0,0,0,2406,1739,298,0,3097,807,435,52,115364,2608,40
24031703800,0.489588378,Census Tract 7038; Montgomery County; Maryland,1738,1099,1242,91,49,0,0,0,2602,1017,692,8,2911,273,601,109,90250,2580,22
24031703901,0.648245614,Census Tract 7039.01; Montgomery County; Maryland,1264,846,799,71,24,0,0,0,1961,893,257,30,2288,172,453,182,175417,2022,100
24031703902,0.484529148,Census Tract 7039.02; Montgomery County; Maryland,2991,1701,2779,154,45,25,0,0,4048,2879,547,0,5834,865,1130,168,108472,3998,369
24031704000,0.544016506,Census Tract 7040; Montgomery County; Maryland,2226,1349,1915,149,28,8,0,0,3426,2205,641,22,4431,278,885,225,113542,3519,132
24031704100,0.629602356,Census Tract 7041; Montgomery County; Maryland,1675,1453,562,190,73,10,9,24,2352,1421,213,11,3361,208,765,225,225000,2406,43
24031704200,0.602265951,Census Tract 7042; Montgomery County; Maryland,743,580,462,75,8,0,0,0,1042,648,97,10,1427,112,417,85,143021,1046,64
24031704300,0.632066432,Census Tract 7043; Montgomery County; Maryland,1261,1090,368,124,62,0,7,9,1913,973,114,23,2460,88,787,310,208000,1899,52
24031704401,0.595721136,Census Tract 7044.01; Montgomery County; Maryland,1326,862,1050,175,24,0,0,9,1639,1080,118,9,2488,75,746,240,245417,1633,45
24031704403,0.624888093,Census Tract 7044.03; Montgomery County; Maryland,491,288,552,157,9,0,0,0,804,444,87,0,1238,80,400,203,92167,813,28
24031704404,0.598788198,Census Tract 7044.04; Montgomery County; Maryland,2020,1535,1412,464,19,0,0,0,2707,1406,219,33,3736,193,1049,722,190618,2702,69
24031704501,0.555772231,Census Tract 7045.01; Montgomery County; Maryland,1226,886,794,131,0,0,0,0,1705,1129,118,10,2247,129,511,234,222841,1673,42
24031704502,0.614967996,Census Tract 7045.02; Montgomery County; Maryland,975,729,588,89,9,0,0,9,1459,697,94,10,1959,64,615,198,250001,1440,38
24031704503,0.60205775,Census Tract 7045.03; Montgomery County; Maryland,1303,1034,748,230,5,0,0,0,2162,1134,206,86,2632,111,717,506,250001,2162,38
24031704600,0.613175231,Census Tract 7046; Montgomery County; Maryland,1982,1284,1423,407,59,0,0,9,2861,1201,387,30,3576,111,795,668,214762,2874,107
24031704700,0.592581514,Census Tract 7047; Montgomery County; Maryland,1351,1061,824,224,41,0,0,0,1813,1058,232,11,2574,109,775,344,250001,1813,30
24031704803,0.562260943,Census Tract 7048.03; Montgomery County; Maryland,1457,1018,939,244,40,18,0,0,2476,903,576,17,3004,37,1021,217,82207,2411,98
24031704804,0.566082803,Census Tract 7048.04; Montgomery County; Maryland,794,571,551,95,0,0,0,0,1186,385,399,8,1606,21,428,216,143836,1201,23
24031704805,0.558434399,Census Tract 7048.05; Montgomery County; Maryland,1104,820,827,272,11,0,0,0,1648,588,368,10,2162,63,702,243,140469,1656,19
24031704806,0.534690486,Census Tract 7048.06; Montgomery County; Maryland,1875,1431,1009,297,26,0,0,0,2932,1125,477,43,3347,129,867,522,98000,2842,38
24031705000,0.619581691,Census Tract 7050; Montgomery County; Maryland,1696,1392,834,255,7,0,0,0,2301,881,228,140,3048,129,941,366,197112,2131,123
24031705100,0.619747417,Census Tract 7051; Montgomery County; Maryland,1937,1749,495,170,67,2,0,2,2789,1604,105,20,3893,103,945,391,232063,2786,38
24031705200,0.645303867,Census Tract 7052; Montgomery County; Maryland,1204,1003,426,118,35,1,0,0,1680,976,99,18,2173,53,629,311,250001,1729,12
24031705300,0.619734564,Census Tract 7053; Montgomery County; Maryland,745,678,136,76,37,3,0,4,864,465,86,12,1355,15,363,136,250001,873,22
