GEOID,Turnout_Rate,NAME,Male_Pop,Female_Pop,Total_Ethnicity,White_Non_Hispanic,Black_African_American,Asian,Hispanic_Latino,Other_race,Total_Commuters,Drove_Alone_to_Work,Public_Transportation_Users,Worked_From_Home,Total_Education_Population,High_School_Graduate,Bachelors_Degree,Graduate_Professional_Degree,Median_Household_Income,Total_Employed,Total_Unemployed
24005491000,0.681626188,Census Tract 4910; Baltimore County; Maryland,826,769,132,36,15,0,5,0,1263,869,25,16,1603,93,409,200,204688,1269,24
24005491100,0.631487889,Census Tract 4911; Baltimore County; Maryland,1357,1186,396,56,43,0,0,11,2094,1590,98,0,2402,268,614,79,153333,2097,113
24005491201,0.460148778,Census Tract 4912.01; Baltimore County; Maryland,671,633,73,17,5,0,0,0,1257,977,39,0,1392,255,210,11,84185,1265,54
24005491202,0.526986507,Census Tract 4912.02; Baltimore County; Maryland,722,581,252,0,0,0,0,0,1107,890,39,0,1318,297,216,7,103190,1125,57
24005491300,0.495073892,Census Tract 4913; Baltimore County; Maryland,1366,881,662,39,0,0,0,0,1858,1653,42,0,2307,425,356,15,83662,1858,215
24005491401,0.304176258,Census Tract 4914.01; Baltimore County; Maryland,1455,1246,525,0,0,0,0,0,2448,1636,177,0,3400,765,152,32,61408,2620,146
24005491402,0.390922401,Census Tract 4914.02; Baltimore County; Maryland,1292,1096,316,0,0,0,0,0,1589,1419,0,0,2207,547,249,67,74167,1589,242
24005491500,0.458943089,Census Tract 4915; Baltimore County; Maryland,1485,1390,207,66,27,27,0,0,2428,2077,160,0,2781,501,318,16,79938,2457,139
24005491600,0.352313167,Census Tract 4916; Baltimore County; Maryland,998,881,248,31,19,19,0,0,1372,1154,30,0,1957,646,207,41,59545,1372,59
24005491701,0.504350853,Census Tract 4917.01; Baltimore County; Maryland,1485,1324,548,12,0,0,0,0,2148,1804,36,0,2869,576,383,115,70529,2206,101
24005491900,0.499287749,Census Tract 4919; Baltimore County; Maryland,846,757,139,28,0,0,0,0,922,837,11,0,1511,486,68,11,90385,953,70
24005492001,0.446185998,Census Tract 4920.01; Baltimore County; Maryland,440,422,37,7,0,0,0,0,584,487,14,0,894,209,135,4,69390,584,56
24005492002,0.483835415,Census Tract 4920.02; Baltimore County; Maryland,1364,1282,164,31,0,0,0,0,2051,1836,6,0,2650,698,272,28,97216,2094,65
24005492101,0.438948995,Census Tract 4921.01; Baltimore County; Maryland,1340,1244,196,0,0,0,0,0,1981,1686,0,0,2867,616,209,9,81009,2002,177
24005492102,0.506476684,Census Tract 4921.02; Baltimore County; Maryland,781,709,153,21,0,0,0,0,1253,1189,5,0,1553,426,150,24,85956,1253,25
24005492200,0.493797992,Census Tract 4922; Baltimore County; Maryland,1981,1684,677,114,0,0,0,0,2658,2320,0,0,3589,894,553,14,77500,2666,8
24005492300,0.343591906,Census Tract 4923; Baltimore County; Maryland,1445,1362,163,15,15,0,0,0,1898,1608,29,0,2649,811,83,36,63036,1948,34
24005492401,0.478061808,Census Tract 4924.01; Baltimore County; Maryland,1590,1213,851,0,0,0,0,0,2727,2092,180,0,3111,716,405,25,105144,2749,152
24005492402,0.490186805,Census Tract 4924.02; Baltimore County; Maryland,2212,1651,1377,13,0,0,0,0,3657,2930,19,0,4675,541,849,60,102174,3723,346
24005492500,0.313186813,Census Tract 4925; Baltimore County; Maryland,1551,1374,340,90,34,0,0,0,1533,921,8,0,106,58,0,0,99028,1648,25
24005492600,0.504258944,Census Tract 4926; Baltimore County; Maryland,1212,1083,299,56,9,0,0,0,1958,1698,8,0,2478,584,265,94,71331,2044,124
24005492700,0.31576087,Census Tract 4927; Baltimore County; Maryland,1220,1211,17,0,0,0,0,0,1363,1074,263,0,2227,768,24,0,44926,1396,92
24005980100,NA,Census Tract 9801; Baltimore County; Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
24005980200,0.6,Census Tract 9802; Baltimore County; Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
24009860103,0.580986661,Census Tract 8601.03; Calvert County; Maryland,2505,2347,374,101,11,0,0,0,3139,2415,194,0,4336,955,641,60,157778,3076,31
24009860200,0.592887799,Census Tract 8602; Calvert County; Maryland,2165,2125,258,53,32,32,0,0,2908,2406,55,0,4121,668,775,50,167500,2877,57
24009860300,0.578806768,Census Tract 8603; Calvert County; Maryland,1803,1769,96,58,22,0,0,0,2285,2069,14,0,3063,987,347,33,150735,2171,56
24009860402,0.531678399,Census Tract 8604.02; Calvert County; Maryland,1532,1532,51,15,0,0,0,0,2214,1854,25,0,2397,655,248,0,126333,2150,67
24009860403,0.528425358,Census Tract 8604.03; Calvert County; Maryland,1024,962,178,0,0,0,0,0,1863,1495,36,15,2527,296,592,15,124583,1722,0
24009860404,0.521795147,Census Tract 8604.04; Calvert County; Maryland,2439,2330,320,141,0,0,0,0,3564,3027,106,31,4819,1168,369,225,107591,3526,390
24009860501,0.569773959,Census Tract 8605.01; Calvert County; Maryland,2650,2567,141,17,0,0,0,0,3733,3108,68,0,4495,1406,651,68,165094,3655,67
24009860502,0.570794496,Census Tract 8605.02; Calvert County; Maryland,1294,1286,130,62,0,0,0,0,1762,1468,8,0,2502,650,327,34,126953,1740,47
24009860600,0.576411363,Census Tract 8606; Calvert County; Maryland,2412,2381,102,15,15,0,0,15,3180,2610,64,0,4329,1309,543,59,136598,3157,114
24009860701,0.529237288,Census Tract 8607.01; Calvert County; Maryland,1258,1167,269,0,0,0,0,0,1721,1528,30,0,2113,617,181,17,122935,1716,146
24009860702,0.478336222,Census Tract 8607.02; Calvert County; Maryland,1036,995,146,32,0,0,0,0,1308,1063,0,0,1926,588,136,9,92841,1383,28
24009860703,0.516237027,Census Tract 8607.03; Calvert County; Maryland,1646,1568,187,142,90,81,0,0,2290,1905,9,0,2908,677,363,8,100481,2257,52
24009860801,0.590464104,Census Tract 8608.01; Calvert County; Maryland,2520,2489,67,32,18,0,0,0,3539,3163,0,0,4825,1121,590,129,152448,3559,32
24009860901,0.617834395,Census Tract 8609.01; Calvert County; Maryland,2304,2126,352,104,41,0,0,23,2556,2017,0,0,4197,933,684,93,125433,2527,49
24009860902,0.440526563,Census Tract 8609.02; Calvert County; Maryland,1048,968,114,76,0,0,0,0,1511,1367,23,0,2018,478,228,62,130878,1511,90
24009861003,0.478336222,Census Tract 8610.03; Calvert County; Maryland,2569,2498,375,102,56,0,37,0,3609,3040,139,0,4758,1542,711,18,106719,3428,127
24009861004,0.440295359,Census Tract 8610.04; Calvert County; Maryland,2763,2717,61,15,0,0,0,0,3619,2736,92,0,4569,1080,382,0,91520,3651,88
24009861100,0.563215859,Census Tract 8611; Calvert County; Maryland,2517,2401,191,108,59,6,0,0,3203,2639,73,0,4273,1155,428,121,130742,3169,112
24009990100,NA,Census Tract 9901; Calvert County; Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
24011955000,0.45505618,Census Tract 9550; Caroline County; Maryland,1444,971,796,2,0,0,0,0,1450,1279,0,0,2104,973,15,0,71471,1464,61
24011955100,0.496136424,Census Tract 9551; Caroline County; Maryland,2165,1974,421,53,7,0,0,0,2560,2205,0,0,3825,1512,177,17,56220,2582,81
24011955201,0.498912255,Census Tract 9552.01; Caroline County; Maryland,1351,1285,208,28,0,0,0,0,2108,1785,0,0,2896,1010,195,7,79181,2120,106
24011955202,0.577482606,Census Tract 9552.02; Caroline County; Maryland,952,903,184,161,133,0,0,0,1160,1056,0,0,1794,562,156,21,80924,1242,76
24011955301,0.528600269,Census Tract 9553.01; Caroline County; Maryland,1506,1491,49,6,0,0,0,0,1922,1775,3,0,2804,828,134,7,79129,1922,148
24011955302,0.433729216,Census Tract 9553.02; Caroline County; Maryland,1211,1172,98,21,7,0,0,0,1348,1194,0,0,2072,658,81,0,51477,1359,64
24011955400,0.543259557,Census Tract 9554; Caroline County; Maryland,986,986,18,5,5,0,0,0,1394,1270,0,0,1734,606,172,23,105921,1399,62
24011955500,0.551873199,Census Tract 9555; Caroline County; Maryland,1335,1302,76,22,10,0,0,0,1912,1714,0,0,2525,904,241,3,72823,1968,81
24011955600,0.395172414,Census Tract 9556; Caroline County; Maryland,1492,1451,246,9,0,0,0,0,1915,1691,54,0,3083,1148,164,10,38984,1964,96
24013501001,0.4423615,Census Tract 5010.01; Carroll County; Maryland,1869,1695,303,29,0,0,0,0,2468,2222,50,0,3267,1192,329,0,84598,2555,102
24013501002,0.5328125,Census Tract 5010.02; Carroll County; Maryland,2011,2011,67,16,0,0,0,0,2181,1853,13,0,3565,1336,168,9,80541,2181,89
24013502000,0.595771941,Census Tract 5020; Carroll County; Maryland,1636,1577,111,0,0,0,0,0,2016,1690,0,0,2987,921,243,20,120694,2064,64
24013503000,0.545974273,Census Tract 5030; Carroll County; Maryland,2542,2428,188,114,0,0,0,0,3297,2830,0,0,4091,1565,260,9,99136,3381,0
24013504100,0.578842315,Census Tract 5041; Carroll County; Maryland,1916,1774,363,97,0,0,0,0,2554,2216,13,0,3541,909,386,93,115167,2572,106
24013504201,0.580954206,Census Tract 5042.01; Carroll County; Maryland,2314,2237,143,43,0,0,0,0,2821,2042,17,0,4192,920,667,42,140667,2896,76
24013504202,0.614060556,Census Tract 5042.02; Carroll County; Maryland,2912,2839,149,23,20,0,0,0,3880,3295,0,0,4673,1308,470,38,127500,3866,109
24013505101,0.605906921,Census Tract 5051.01; Carroll County; Maryland,1297,1211,199,16,12,0,0,0,1941,1554,0,0,2633,370,505,23,148000,1976,55
24013505102,0.608450704,Census Tract 5051.02; Carroll County; Maryland,2199,1983,445,62,11,11,0,0,3221,2470,0,0,3966,648,673,100,143050,3189,139
24013505203,0.564381271,Census Tract 5052.03; Carroll County; Maryland,1864,1797,222,36,12,0,0,0,1998,1577,3,0,2826,445,441,53,149750,1976,47
24013505205,0.587374904,Census Tract 5052.05; Carroll County; Maryland,1244,1057,337,78,34,0,0,0,1815,1556,41,0,2214,208,530,29,132694,1826,70
24013505206,0.620244078,Census Tract 5052.06; Carroll County; Maryland,1037,995,100,7,7,0,0,7,1585,1239,0,0,2253,482,358,37,162333,1606,21
24013505207,0.557692308,Census Tract 5052.07; Carroll County; Maryland,1322,1086,388,55,0,0,0,0,2080,1620,17,0,2362,340,329,63,136683,2127,31
24013505208,0.573263434,Census Tract 5052.08; Carroll County; Maryland,1721,1714,86,17,17,0,0,0,2186,1945,0,0,3077,546,499,18,125324,2297,40
24013506101,0.563245129,Census Tract 5061.01; Carroll County; Maryland,2104,2065,112,44,9,0,0,0,2757,2466,0,0,3660,1012,313,47,123869,2765,93
24013506102,0.590964221,Census Tract 5061.02; Carroll County; Maryland,1974,1964,93,20,10,0,0,0,2532,2233,1,0,3434,870,390,22,111841,2591,55
24013506200,0.557542951,Census Tract 5062; Carroll County; Maryland,2366,2193,274,177,24,0,0,0,3059,2795,0,0,4176,1648,301,0,89091,3146,27
24013507500,0.533222037,Census Tract 5075; Carroll County; Maryland,1923,1795,362,32,0,0,0,0,2477,1847,38,0,2497,557,353,93,122663,2579,107
24013507601,0.517445299,Census Tract 5076.01; Carroll County; Maryland,1729,1581,326,10,8,0,0,0,2786,2408,0,0,3291,1025,431,35,99922,2783,82
24013507602,0.498514361,Census Tract 5076.02; Carroll County; Maryland,1705,1623,182,113,110,0,0,0,2217,1894,0,17,3401,1108,271,16,73000,2237,54
24013507702,0.559633028,Census Tract 5077.02; Carroll County; Maryland,1499,1454,147,19,19,0,0,0,2171,1936,0,0,2925,836,442,54,88942,2149,52
24013507703,0.574917802,Census Tract 5077.03; Carroll County; Maryland,1433,1389,134,67,0,0,0,0,1450,1038,0,0,2831,475,327,36,100915,1441,95
24013507704,0.496437601,Census Tract 5077.04; Carroll County; Maryland,2310,2131,454,111,78,47,0,0,3321,3098,0,0,4211,958,329,38,102904,3315,87
24013507801,0.483337639,Census Tract 5078.01; Carroll County; Maryland,2512,2228,477,31,0,0,0,0,3080,2513,0,0,4315,1193,352,226,63166,3164,187
24013507802,0.581776299,Census Tract 5078.02; Carroll County; Maryland,1726,1683,104,40,9,0,0,0,2247,2002,6,0,3384,781,531,26,98327,2282,91
24013508103,0.534736842,Census Tract 5081.03; Carroll County; Maryland,2841,2792,211,19,0,0,0,0,4368,3752,13,0,5621,1192,414,97,95469,4397,210
24013508200,0.572510413,Census Tract 5082; Carroll County; Maryland,2552,2526,124,79,0,0,0,0,3881,3436,90,0,4695,1435,458,108,94712,3896,244
24013509001,0.58143413,Census Tract 5090.01; Carroll County; Maryland,2044,1934,257,38,0,0,0,0,2744,2374,6,0,3584,890,285,32,117232,2759,22
24013509002,0.594364937,Census Tract 5090.02; Carroll County; Maryland,1010,946,151,0,0,0,0,0,1265,1029,11,0,2043,680,182,42,128882,1279,124
24013510000,0.556494192,Census Tract 5100; Carroll County; Maryland,524,524,26,26,22,0,0,0,671,528,0,0,924,297,114,8,93664,717,12
24013511000,0.567937439,Census Tract 5110; Carroll County; Maryland,1518,1489,217,190,2,0,0,0,1814,1529,0,0,2790,746,214,94,104207,1828,165
24013512000,0.516785351,Census Tract 5120; Carroll County; Maryland,647,561,88,15,0,0,0,0,812,673,0,0,1110,405,105,20,69609,842,14
24013513001,0.571389867,Census Tract 5130.01; Carroll County; Maryland,1862,1721,263,49,0,0,0,0,2641,2265,44,0,3683,738,548,109,132614,2671,22
24013513002,0.548042705,Census Tract 5130.02; Carroll County; Maryland,2016,1769,443,66,0,0,0,0,3175,2611,0,0,3719,547,829,39,161250,3188,74
24013514100,0.637983193,Census Tract 5141; Carroll County; Maryland,1284,1235,110,38,14,7,0,0,1848,1454,42,0,2393,354,387,32,166507,1858,31
24013514201,0.598522754,Census Tract 5142.01; Carroll County; Maryland,2185,2027,286,28,9,0,9,0,2787,2322,48,0,3741,1038,598,12,129000,2824,112
24013514202,0.584598297,Census Tract 5142.02; Carroll County; Maryland,1444,1392,115,58,6,0,0,0,1888,1543,0,0,2484,537,372,30,144659,1920,51
24015030100,0.516531323,Census Tract 301; Cecil County; Maryland,1924,1871,172,152,20,0,0,0,2559,2271,3,0,3834,1693,377,54,98704,2620,171
24015030200,0.539337748,Census Tract 302; Cecil County; Maryland,2081,2023,73,0,0,0,0,0,2327,2111,0,0,3901,1449,300,57,87911,2407,124
24015030400,0.295762712,Census Tract 304; Cecil County; Maryland,1999,1940,85,4,0,0,0,0,1710,1482,49,35,3659,1287,113,0,35350,1710,190
24015030501,0.485500163,Census Tract 305.01; Cecil County; Maryland,1497,1395,157,0,0,0,0,0,1920,1596,26,0,2955,1020,390,13,100054,1935,122
24015030503,0.399080087,Census Tract 305.03; Cecil County; Maryland,2276,2142,308,68,7,0,0,0,2313,2085,0,0,3594,1363,206,32,63263,2412,70
24015030505,0.407802875,Census Tract 305.05; Cecil County; Maryland,1406,1397,35,0,0,0,0,0,1799,1601,56,0,2563,943,214,0,79911,1822,118
24015030507,0.400883219,Census Tract 305.07; Cecil County; Maryland,1673,1472,374,25,0,0,0,0,2157,1924,0,0,2743,795,208,19,69260,2215,39
24015030508,0.392171076,Census Tract 305.08; Cecil County; Maryland,1850,1596,621,10,0,0,0,0,2277,2014,55,0,3387,905,135,0,80938,2346,68
24015030601,0.54954955,Census Tract 306.01; Cecil County; Maryland,1570,1540,37,15,15,0,0,0,2012,1813,0,0,2885,895,147,12,102510,2012,103
24015030602,0.473650178,Census Tract 306.02; Cecil County; Maryland,2096,1973,391,44,15,0,0,0,2836,2491,30,0,3436,658,500,92,86425,2889,86
24015030700,0.552164841,Census Tract 307; Cecil County; Maryland,1880,1776,161,29,17,0,0,0,2362,1916,9,0,3439,699,342,46,101196,2472,24
24015030903,0.387963774,Census Tract 309.03; Cecil County; Maryland,2030,1979,163,0,0,0,0,0,2613,2091,0,0,3606,1464,380,15,68610,2607,301
24015030904,0.539589443,Census Tract 309.04; Cecil County; Maryland,3371,3286,378,62,47,10,0,0,4585,3959,1,0,6091,1480,516,128,133411,4602,15
24015030905,0.451630435,Census Tract 309.05; Cecil County; Maryland,1010,979,54,34,10,0,0,0,1293,1170,6,0,1761,628,59,0,97368,1309,82
24015030907,0.466442953,Census Tract 309.07; Cecil County; Maryland,1483,1412,164,20,20,0,0,0,2033,1652,33,0,3164,687,437,11,106103,2016,233
24015030908,0.39697838,Census Tract 309.08; Cecil County; Maryland,2250,2144,182,90,90,0,0,0,3332,3118,8,0,3849,780,206,47,108243,3353,52
24015031201,0.497909893,Census Tract 312.01; Cecil County; Maryland,2177,2142,87,0,0,0,0,0,2630,2161,6,0,4026,1333,409,45,79160,2710,93
24015031202,0.457841031,Census Tract 312.02; Cecil County; Maryland,1992,1992,72,52,0,0,0,0,2413,2181,10,0,3799,1284,382,24,66324,2448,194
24015031301,0.558777429,Census Tract 313.01; Cecil County; Maryland,1363,1263,209,95,42,31,0,11,1527,1389,0,0,2215,747,74,40,108826,1544,68
24015031302,0.503762457,Census Tract 313.02; Cecil County; Maryland,2492,2273,360,20,7,0,0,0,2997,2801,22,6,4388,1170,378,97,89174,3052,308
24015031400,0.514306411,Census Tract 314; Cecil County; Maryland,1559,1527,32,11,0,0,0,0,1689,1576,0,0,2908,1104,170,0,83144,1715,121
24017850101,0.433300686,Census Tract 8501.01; Charles County; Maryland,2450,2278,366,34,0,0,0,0,3448,2811,196,0,4355,1063,357,7,121228,3561,368
24017850102,0.44394111,Census Tract 8501.02; Charles County; Maryland,915,846,145,9,0,0,0,0,1214,940,61,0,1650,574,159,5,95000,1204,88
24017850201,0.338666667,Census Tract 8502.01; Charles County; Maryland,317,291,53,0,0,0,0,0,475,380,0,0,426,36,22,0,78958,323,6
24017850202,0.374413513,Census Tract 8502.02; Charles County; Maryland,1731,1650,212,44,10,0,0,0,2265,1892,113,0,3321,1346,157,47,67493,2305,53
24017850300,0.462442848,Census Tract 8503; Charles County; Maryland,709,688,50,7,0,0,0,0,810,761,9,0,1287,437,60,26,83194,821,23
24017850400,0.444569711,Census Tract 8504; Charles County; Maryland,1131,1117,37,4,4,0,0,0,1393,1310,0,0,2241,894,170,1,90924,1396,63
24017850500,0.520934332,Census Tract 8505; Charles County; Maryland,1152,1152,14,0,0,0,0,0,1383,1224,12,0,1996,604,195,28,131648,1382,42
24017850600,0.50237099,Census Tract 8506; Charles County; Maryland,1965,1812,323,97,0,0,0,0,2747,2123,174,0,3604,702,561,222,147667,2808,74
24017850706,0.479161705,Census Tract 8507.06; Charles County; Maryland,2206,1806,873,40,12,0,0,0,3314,2614,166,0,3930,1143,614,65,159792,3314,276
24017850708,0.455826831,Census Tract 8507.08; Charles County; Maryland,2311,2023,568,31,0,0,0,0,3192,2515,180,0,3891,991,636,16,131250,3230,282
24017850709,0.360289283,Census Tract 8507.09; Charles County; Maryland,2444,2131,818,29,29,0,0,0,3842,3338,114,0,4847,1323,660,14,109890,3867,279
24017850710,0.469820153,Census Tract 8507.10; Charles County; Maryland,2012,1823,369,15,15,0,0,0,3253,2642,138,18,4059,685,604,17,141667,3144,142
24017850711,0.458871172,Census Tract 8507.11; Charles County; Maryland,1647,1401,953,18,0,0,0,0,2733,2163,35,0,3479,952,338,97,108671,2778,81
24017850712,0.508193187,Census Tract 8507.12; Charles County; Maryland,1953,1843,339,31,31,0,0,0,2610,2228,103,0,3489,840,498,76,143218,2594,94
24017850713,0.479694411,Census Tract 8507.13; Charles County; Maryland,3397,3018,749,22,0,0,0,0,4648,4020,181,0,6395,1671,753,76,157308,4667,271
24017850801,0.44202472,Census Tract 8508.01; Charles County; Maryland,1771,1650,597,87,42,10,0,0,2176,1918,59,0,3157,1011,225,0,106557,2239,107
24017850802,0.375914188,Census Tract 8508.02; Charles County; Maryland,1801,1642,294,15,15,0,0,0,2969,2537,188,0,3739,985,477,13,96644,3030,149
24017850901,0.330783939,Census Tract 8509.01; Charles County; Maryland,2143,1984,320,0,0,0,0,0,2880,2462,260,0,3905,1359,205,9,66113,2882,270
24017850902,0.391692222,Census Tract 8509.02; Charles County; Maryland,2031,1949,258,18,3,0,0,0,2955,2461,63,9,3846,1259,202,3,114099,2884,94
24017850904,0.461304837,Census Tract 8509.04; Charles County; Maryland,4173,3717,1190,82,0,0,0,0,6942,5530,737,0,8680,1771,1135,62,128869,6587,585
24017850905,0.396921017,Census Tract 8509.05; Charles County; Maryland,1240,1102,271,7,0,0,0,0,1805,1488,42,0,2429,810,207,43,89278,1818,227
24017850906,0.34806103,Census Tract 8509.06; Charles County; Maryland,1748,1327,924,48,48,0,0,0,2775,2679,12,0,3407,1122,331,84,82050,2777,61
24017851001,0.51863916,Census Tract 8510.01; Charles County; Maryland,1641,1551,300,18,0,0,0,0,1546,1336,43,0,2840,700,247,32,116422,1512,97
24017851003,0.523294509,Census Tract 8510.03; Charles County; Maryland,1815,1717,237,52,21,0,0,0,2233,1926,18,0,3052,509,360,47,167788,2234,87
24017851004,0.42428004,Census Tract 8510.04; Charles County; Maryland,2128,1911,602,164,121,0,0,0,2577,2016,74,0,3755,1112,370,0,78984,2543,0
24017851100,0.531847134,Census Tract 8511; Charles County; Maryland,1229,1082,279,0,0,0,0,0,1596,1366,32,10,2304,546,261,3,141981,1690,92
24017851200,0.482623318,Census Tract 8512; Charles County; Maryland,1941,1799,161,39,39,0,0,0,2279,1976,48,0,3487,1200,173,35,107670,2309,49
24017851301,0.54442558,Census Tract 8513.01; Charles County; Maryland,2001,1983,117,0,0,0,0,0,2344,1924,23,0,3396,1044,253,38,153190,2345,37
24017851302,0.495717049,Census Tract 8513.02; Charles County; Maryland,1884,1729,336,51,10,0,0,0,2270,1719,57,0,3076,712,237,42,143681,2315,40
24017851401,0.506167927,Census Tract 8514.01; Charles County; Maryland,1186,1166,148,0,0,0,0,0,1641,1412,82,0,2101,485,194,11,159387,1674,0
24017851402,0.497483825,Census Tract 8514.02; Charles County; Maryland,1495,1420,92,8,8,0,0,0,1802,1474,83,0,2585,638,383,0,132065,1842,54
24017851403,0.486644951,Census Tract 8514.03; Charles County; Maryland,671,671,0,0,0,0,0,0,897,852,0,0,1302,347,158,0,123646,852,61
24017851501,0.416982323,Census Tract 8515.01; Charles County; Maryland,1260,1197,159,0,0,0,0,0,2303,1612,119,0,2565,385,553,27,118839,2270,57
24017851502,0.43495935,Census Tract 8515.02; Charles County; Maryland,2201,2023,427,0,0,0,0,0,3495,2498,175,0,4017,1169,273,102,106500,3445,143
24017990000,NA,Census Tract 9900; Charles County; Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
24019970100,0.530503979,Census Tract 9701; Dorchester County; Maryland,1259,1234,52,0,0,0,0,0,1413,1368,0,0,2360,1025,126,1,74095,1473,73
24019970200,0.47425,Census Tract 9702; Dorchester County; Maryland,1729,1678,201,30,0,0,0,0,2632,2490,6,0,3747,1404,91,8,58295,2662,107
24019970300,0.574294853,Census Tract 9703; Dorchester County; Maryland,1503,1433,225,1,0,0,0,0,1886,1690,6,0,3157,1395,193,53,65473,1950,127
24019970400,0.515973742,Census Tract 9704; Dorchester County; Maryland,1304,1227,203,38,38,0,9,23,1533,1130,0,0,2553,788,292,68,58067,1587,183
24019970500,0.321396994,Census Tract 9705; Dorchester County; Maryland,1184,1136,127,22,0,0,0,0,1178,1071,0,0,2340,617,151,18,25963,1209,108
24019970600,0.394998579,Census Tract 9706; Dorchester County; Maryland,1754,1714,183,12,0,0,0,0,2615,2495,0,44,3445,1238,232,17,37358,2667,155
24019970702,0.634475939,Census Tract 9707.02; Dorchester County; Maryland,1889,1807,195,36,0,0,0,0,2082,1903,18,0,3403,1062,201,82,84107,2082,45
24019970804,0.649135447,Census Tract 9708.04; Dorchester County; Maryland,780,759,28,10,10,0,3,0,916,837,22,0,1497,520,73,26,78571,941,51
24019970900,0.615913556,Census Tract 9709; Dorchester County; Maryland,455,427,56,16,6,0,0,0,426,352,0,0,825,327,22,10,57813,430,21
24019990000,NA,Census Tract 9900; Dorchester County; Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
24021740200,0.56779661,Census Tract 7402; Frederick County; Maryland,1889,1818,199,26,12,0,0,0,2765,2258,19,0,3821,716,613,85,145625,2912,77
24021750100,0.611697807,Census Tract 7501; Frederick County; Maryland,678,598,131,44,25,0,0,0,1064,823,5,12,1221,283,208,40,61750,1060,45
24021750200,0.615009152,Census Tract 7502; Frederick County; Maryland,860,855,96,5,5,0,0,0,1239,770,51,0,1540,138,383,90,76319,1282,10
24021750300,0.479274611,Census Tract 7503; Frederick County; Maryland,858,834,100,20,0,0,0,0,1062,645,131,38,1414,273,277,5,80000,1093,37
24021750504,0.423853211,Census Tract 7505.04; Frederick County; Maryland,2145,1504,1326,177,0,0,0,0,3251,2693,1,0,3709,859,481,46,78516,3312,16
24021750505,0.386166253,Census Tract 7505.05; Frederick County; Maryland,2553,1572,2292,62,0,0,0,0,4365,4042,88,0,4602,670,243,36,78051,4427,295
24021750506,0.450115119,Census Tract 7505.06; Frederick County; Maryland,1715,1108,1098,51,0,0,0,0,2145,1820,39,0,2796,713,213,75,105833,2227,174
24021750507,0.374131944,Census Tract 7505.07; Frederick County; Maryland,1373,549,2154,66,66,0,0,0,2083,1803,50,0,2475,605,49,0,67217,2083,22
24021750508,0.332152347,Census Tract 7505.08; Frederick County; Maryland,1562,1122,933,53,0,0,0,0,2081,1909,48,0,2555,443,272,45,65101,2221,140
24021750600,0.690413829,Census Tract 7506; Frederick County; Maryland,1046,982,217,86,41,0,5,0,1321,936,15,15,1837,138,523,81,134609,1321,44
24021750701,0.482190324,Census Tract 7507.01; Frederick County; Maryland,2418,1817,1179,49,10,0,0,0,3476,3022,19,0,3921,806,409,54,122000,3575,131
24021750702,0.433547899,Census Tract 7507.02; Frederick County; Maryland,1727,1322,751,28,21,0,0,12,2065,1702,119,35,3250,942,189,90,57850,2075,47
24021750801,0.577300327,Census Tract 7508.01; Frederick County; Maryland,1341,1286,231,84,0,0,0,0,1968,1447,17,0,2425,663,185,118,65337,2003,46
24021750802,0.592656587,Census Tract 7508.02; Frederick County; Maryland,2485,2111,782,78,0,0,0,0,3160,2485,0,0,4764,688,1018,194,115119,3095,317
24021750804,0.549395581,Census Tract 7508.04; Frederick County; Maryland,837,733,264,17,0,0,0,0,1451,1135,20,0,1834,168,380,30,122250,1471,21
24021750805,0.499079755,Census Tract 7508.05; Frederick County; Maryland,1612,1470,497,138,21,0,0,0,2550,1940,0,36,3445,688,572,39,106576,2552,209
24021751001,0.471925134,Census Tract 7510.01; Frederick County; Maryland,596,432,392,12,8,0,0,0,908,673,11,7,1149,191,153,35,110313,948,44
24021751002,0.51008273,Census Tract 7510.02; Frederick County; Maryland,1999,1438,1149,203,19,0,0,0,2767,2358,76,0,4166,957,649,92,100313,2751,122
24021751003,0.402295468,Census Tract 7510.03; Frederick County; Maryland,1977,1625,754,41,41,0,0,0,2574,2066,14,0,3809,1022,485,64,100281,2591,89
24021751004,0.470653624,Census Tract 7510.04; Frederick County; Maryland,2124,1578,1058,9,0,0,0,0,3202,2832,0,0,3668,600,484,78,102290,3200,29
24021751201,0.59429437,Census Tract 7512.01; Frederick County; Maryland,2137,1745,842,113,10,0,0,0,2782,1998,28,2,4002,468,851,161,153056,2630,82
24021751202,0.503425961,Census Tract 7512.02; Frederick County; Maryland,2269,1861,782,97,13,13,0,0,3294,2641,45,0,4578,590,842,157,112754,3258,205
24021751203,0.613212874,Census Tract 7512.03; Frederick County; Maryland,810,777,80,10,0,0,0,0,1003,733,17,0,1773,390,339,18,111435,1003,49
24021751301,0.594457831,Census Tract 7513.01; Frederick County; Maryland,1803,1531,726,67,0,0,0,0,1946,1436,57,13,3971,799,530,70,120294,2067,38
